MODO;EMPRESA;PERIODO;ACTUALIZACION
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201608;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201609;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201610;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201611;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201612;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201701;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201702;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201703;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201704;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201705;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201706;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201707;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201708;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201709;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201710;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201711;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201712;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201801;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201802;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201803;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201804;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201805;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201806;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201807;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201808;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201809;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201810;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201811;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201812;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201901;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201902;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201903;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201904;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201905;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201906;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201907;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201908;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201909;
COLECTIVO;ALMAFUERTE S.A.T.A.C.I.;201910;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201801;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201803;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201804;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201805;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201806;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201807;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201808;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201809;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201810;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201811;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201812;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201901;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201902;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201903;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201904;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201905;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201906;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201907;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201908;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201909;
COLECTIVO;AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT;201910;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201607;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201608;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201609;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201610;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201611;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201612;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201701;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201702;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201703;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201704;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201705;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201706;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201707;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201708;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201709;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201710;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201711;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201712;
COLECTIVO;AUTOBUSES BUENOS AIRES SRL;201801;
