anio;jurisdiccion;Empresa;linea
09/2019;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS"
09/2019;PROVINCIAL;"LINEA SESENTA SA";"LINEA 204B"
09/2019;PROVINCIAL;"LINEA SESENTA SA";"LINEA 430"
09/2019;PROVINCIAL;"LINEA SESENTA SA";"LINEA 228 B"
09/2019;PROVINCIAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 405"
09/2019;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 333A"
09/2019;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 407"
09/2019;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 437"
09/2019;PROVINCIAL;"MICRO OMNIBUS MITRE S.A.";"LINEA 318"
09/2019;PROVINCIAL;"MICRO OMNIBUS O´HIGGINS S.A.T.";"LINEA 295"
09/2019;PROVINCIAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 324"
09/2019;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 372"
09/2019;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 300"
09/2019;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 219"
09/2019;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228E"
09/2019;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228C"
09/2019;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 204"
09/2019;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 321 BS AS"
09/2019;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 253 BS AS"
09/2019;PROVINCIAL;"NUEVO IDEAL S.A.";"LINEA 382"
09/2019;PROVINCIAL;"RUTA BUS S.A.";"LINEA 355"
09/2019;PROVINCIAL;"RUTA BUS S.A.";"LINEA 350"
09/2019;PROVINCIAL;"RUTA BUS S.A.";"LINEA 313"
09/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 388"
09/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 403"
09/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 385"
09/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 370"
09/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 263B"
09/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 435"
09/2019;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 338"
09/2019;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 406"
09/2019;PROVINCIAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 205"
09/2019;PROVINCIAL;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";"LINEA 252"
09/2019;PROVINCIAL;"TRANSPORTE LA UNION SA";"LINEA 202"
09/2019;PROVINCIAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 421"
09/2019;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 429"
09/2019;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 410"
09/2019;PROVINCIAL;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";"LINEA 354"
09/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 422"
09/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 288"
09/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 311"
09/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 312"
09/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 329"
09/2019;PROVINCIAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 383"
09/2019;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 297"
09/2019;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 238"
09/2019;PROVINCIAL;"TRANSPORTES VILLA BOSCH SAC el";"LINEA 328"
09/2019;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 418"
09/2019;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 214"
09/2019;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 273"
09/2019;PROVINCIAL;"YITOS S.A.";"LINEA 549"
08/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 325"
08/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 284"
08/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 218"
08/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 378"
08/2019;PROVINCIAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 203"
08/2019;PROVINCIAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 283"
08/2019;PROVINCIAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 277"
08/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 239A"
08/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 278"
08/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 293B"
08/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 323"
08/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 281"
08/2019;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 276"
08/2019;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 237A"
08/2019;PROVINCIAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 310"
08/2019;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 343"
08/2019;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 304"
08/2019;PROVINCIAL;"COMPAÑIA NOROESTE S.A.T.";"LINEA 289"
08/2019;PROVINCIAL;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";"LINEA 326"
08/2019;PROVINCIAL;"COMPAÑIA  DE TRANSPORTE VECINAL S.A.";"LINEA 386"
08/2019;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 445"
08/2019;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 371"
08/2019;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 264"
08/2019;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 200"
08/2019;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 404"
08/2019;PROVINCIAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 449"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 461"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 462"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 463"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 464"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 443A"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 390"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 320"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 303"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 302"
08/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 244"
08/2019;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 443"
08/2019;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 441"
08/2019;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 269"
08/2019;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 236"
08/2019;PROVINCIAL;"EMPRESA LINEA 216 S.A.T.";"LINEA 395"
08/2019;PROVINCIAL;"EMPRESA LINEA SIETE SAT";"LINEA 307"
08/2019;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 245"
08/2019;PROVINCIAL;"EMPRESA MONTE GRANDE S.A. LINEA 501";"LINEA 394"
08/2019;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 414"
08/2019;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 225"
08/2019;PROVINCIAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 215"
08/2019;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 222"
08/2019;PROVINCIAL;"EXPRESO ESTEBAN ECHEVERRIA S.R.L.";"LINEA 306"
08/2019;PROVINCIAL;"EXPRESO GENERAL SARMIENTO S.A.";"LINEA 448"
08/2019;PROVINCIAL;"EXPRESO NUEVE DE JULIO S.A.";"LINEA 247"
08/2019;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 391"
08/2019;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 379"
08/2019;PROVINCIAL;"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES";"LINEA 341"
08/2019;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 239B"
08/2019;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 263A"
08/2019;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 266"
08/2019;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 293A"
08/2019;PROVINCIAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A.";"LINEA 436"
08/2019;PROVINCIAL;"EXPRESO VILLA NUEVA S.A.";"LINEA 257"
08/2019;PROVINCIAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 275"
08/2019;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 299"
08/2019;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 271"
08/2019;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 373"
08/2019;PROVINCIAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 384"
08/2019;PROVINCIAL;"INTERISLEÑA S.A.C.I.";"LINEA 452 LANCHAS"
08/2019;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 242"
08/2019;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 298"
08/2019;PROVINCIAL;"LA CABAÑA S.A.";"LINEA 317 BS AS"
08/2019;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 291"
08/2019;PROVINCIAL;"LA CENTRAL DE ESCOBAR SA";"LINEA 228F"
08/2019;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 365"
08/2019;PROVINCIAL;"LA NUEVA METROPOL S.A.";"LINEA 228A"
08/2019;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 315"
08/2019;PROVINCIAL;"LA PRIMERA DE GRAND BOURG S.A.";"LINEA 440"
08/2019;PROVINCIAL;"LA PRIMERA DE MARTINEZ S.A";"LINEA 314"
08/2019;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 327"
08/2019;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 336"
08/2019;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 392"
08/2019;PROVINCIAL;"LIBERTADOR SAN MARTIN SAT";"LINEA 322 BS AS"
08/2019;PROVINCIAL;"LINEA SESENTA SA";"LINEA 204B"
08/2019;PROVINCIAL;"LINEA SESENTA SA";"LINEA 228 B"
08/2019;PROVINCIAL;"LINEA SESENTA SA";"LINEA 430"
08/2019;PROVINCIAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 405"
08/2019;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 333A"
08/2019;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 437"
08/2019;PROVINCIAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC";"LINEA 407"
08/2019;PROVINCIAL;"MICRO OMNIBUS MITRE S.A.";"LINEA 318"
08/2019;PROVINCIAL;"MICRO OMNIBUS O´HIGGINS S.A.T.";"LINEA 295"
08/2019;PROVINCIAL;"MICRO OMNIBUS PRIMERA JUNTA S.A";"LINEA 324"
08/2019;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 219"
08/2019;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 300"
08/2019;PROVINCIAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 372"
08/2019;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 204"
08/2019;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228C"
08/2019;PROVINCIAL;"MICRO OMNIBUS TIGRE S.A.";"LINEA 228E"
08/2019;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 321 BS AS"
08/2019;PROVINCIAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";"LINEA 253 BS AS"
08/2019;PROVINCIAL;"NUEVO IDEAL S.A.";"LINEA 382"
08/2019;PROVINCIAL;"RUTA BUS S.A.";"LINEA 313"
08/2019;PROVINCIAL;"RUTA BUS S.A.";"LINEA 350"
08/2019;PROVINCIAL;"RUTA BUS S.A.";"LINEA 355"
08/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 435"
08/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 403"
08/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 388"
08/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 385"
08/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 370"
08/2019;PROVINCIAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 263B"
08/2019;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 338"
08/2019;PROVINCIAL;"TRANSPORTE AUTOMOTORES LA PLATA SA";"LINEA 406"
08/2019;PROVINCIAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 205"
08/2019;PROVINCIAL;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";"LINEA 252"
08/2019;PROVINCIAL;"TRANSPORTE LA UNION SA";"LINEA 202"
08/2019;PROVINCIAL;"TRANSPORTE LARRAZABAL C.I.S.A.";"LINEA 421"
08/2019;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 410"
08/2019;PROVINCIAL;"TRANSPORTES ATLANTIDA S.A.C.";"LINEA 429"
08/2019;PROVINCIAL;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";"LINEA 354"
08/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 288"
08/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 311"
08/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 312"
08/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 329"
08/2019;PROVINCIAL;"TRANSPORTES LA PERLITA S.A.";"LINEA 422"
08/2019;PROVINCIAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 383"
08/2019;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 297"
08/2019;PROVINCIAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";"LINEA 238"
08/2019;PROVINCIAL;"TRANSPORTES VILLA BOSCH SAC el";"LINEA 328"
08/2019;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 214"
08/2019;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 273"
08/2019;PROVINCIAL;"UNION PLATENSE SRL";"LINEA 418"
08/2019;PROVINCIAL;"YITOS S.A.";"LINEA 549"
07/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 378"
07/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 325"
07/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 284"
07/2019;PROVINCIAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I";"LINEA 218"
07/2019;PROVINCIAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR";"LINEA 203"
07/2019;PROVINCIAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL";"LINEA 283"
07/2019;PROVINCIAL;"CIA LA PAZ AMADOR MOURE SACIFIYA";"LINEA 277"
07/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 323"
07/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 293B"
07/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 281"
07/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 278"
07/2019;PROVINCIAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278";"LINEA 239A"
07/2019;PROVINCIAL;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";"LINEA 386"
07/2019;PROVINCIAL;"COMPAÑIA DE TRANSPORTE VECINAL S.A.";"LINEA 326"
07/2019;PROVINCIAL;"COMPAÑÍA ISLEÑA S.R.L.";"LINEA 310"
07/2019;PROVINCIAL;"COMPAÑÍA ISLEÑA S.R.L.";"LINEA 276"
07/2019;PROVINCIAL;"COMPAÑÍA ISLEÑA S.R.L.";"LINEA 237A"
07/2019;PROVINCIAL;"COMPAÑÍA NOROESTE S.A.T.";"LINEA 304"
07/2019;PROVINCIAL;"COMPAÑÍA NOROESTE S.A.T.";"LINEA 343"
07/2019;PROVINCIAL;"COMPAÑÍA NOROESTE S.A.T.";"LINEA 289"
07/2019;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 264"
07/2019;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 371"
07/2019;PROVINCIAL;"EMPRESA CIUDAD DE SAN FERNANDO SA";"LINEA 445"
07/2019;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 404"
07/2019;PROVINCIAL;"EMPRESA DE TRANSPORTE DEL SUR SRL";"LINEA 200"
07/2019;PROVINCIAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"LINEA 449"
07/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 464"
07/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 463"
07/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 462"
07/2019;PROVINCIAL;"EMPRESA DEL OESTE SAT";"LINEA 461"
